,PA_CODUNI,count,sum,
1035,9228853,22,99.0,
1036,9232141,1,25.83,
1037,9240950,42,385.0,
1038,9242295,788,8686.88,
1039,9243038,42,480.4500000000005,
1040,9250026,2,15.42,
1041,9314687,6,149.49,
1042,9344330,70,363.0,
1043,9361413,146,814.7600000000001,
1044,9372822,141,1410.0,
1045,9373845,116,1229.79,
1046,9373853,4,40.0,
1047,9381015,2,0.0,
1048,9384553,4,40.0,
1049,9400109,509,2805.0,
1050,9439897,1,23.16,
1051,9442642,53,3814.47,
1052,9461787,122,622.09,
1053,9491112,2,79.2,
1054,9507930,16,160.0,
1055,9507949,11,110.0,
1056,9511377,2,20.0,
1057,9516182,99,1037.49,
1058,9526382,21,177.39000000000001,
1059,9585370,4,30.0,
1060,9595414,2,51.66,
1061,9597522,2,75.9,
1062,9617868,16,176.0,
1063,9634738,1,11.0,
1064,9661522,1,0.0,
1065,9717463,8,110.44,
1066,9717552,23,255.94,
1067,9762272,13,193.64,
1068,9792376,1,11.0,
1069,9794506,93,1031.9299999999998,
1070,9837841,26,260.0,
1071,9866027,1,10.0,
1072,9866035,20,204.1,
1073,9892346,2,0.0,
1074,9922962,1,10.0,
1075,9939938,9,90.0,
1076,9944532,29,12.47,
1077,9949763,15,150.0,
1078,9998519,4,22.0,
